year,date_,averageT,minT,averageP,SWE,Rhum,model_id,scenario_id,point_id,x,y
2007,1/31/07 0:00,5.093400002,-2.816249847,119.5812683,360.5699056,44.40663333,ccsm3,b1,3,-119.5676,37.8217
2008,1/31/08 0:00,3.826950073,-4.438766479,174.8145752,538.5801595,48.84361667,ccsm3,b1,3,-119.5676,37.8217
2009,1/31/09 0:00,5.277466138,-2.630150159,97.93332926,161.1991984,51.82595833,ccsm3,b1,3,-119.5676,37.8217
2010,1/31/10 0:00,6.171724955,-2.058274587,39.76666768,135.7315674,43.19159167,ccsm3,b1,3,-119.5676,37.8217
2011,1/31/11 0:00,5.589550018,-2.550708294,124.7416585,252.0454915,44.9973,ccsm3,b1,3,-119.5676,37.8217
2012,1/31/12 0:00,6.017999649,-1.640850067,117.4271037,162.2211711,47.36544167,ccsm3,b1,3,-119.5676,37.8217
2013,1/31/13 0:00,5.187733014,-2.552841981,65.93541463,119.0976563,47.5934,ccsm3,b1,3,-119.5676,37.8217
2014,1/31/14 0:00,4.971425056,-2.171416442,79.63541667,135.9346619,50.12619167,ccsm3,b1,3,-119.5676,37.8217
2015,1/31/15 0:00,5.718407949,-2.258758545,77.44584147,110.5247599,45.69379167,ccsm3,b1,3,-119.5676,37.8217
2016,1/31/16 0:00,5.126032829,-2.989141464,57.37291463,27.32147217,45.573,ccsm3,b1,3,-119.5676,37.8217
2017,1/31/17 0:00,6.487792333,-1.093483369,43,37.2674942,44.574725,ccsm3,b1,3,-119.5676,37.8217
2018,1/31/18 0:00,5.430782954,-1.988933404,102.247935,147.6431885,51.04740833,ccsm3,b1,3,-119.5676,37.8217
2019,1/31/19 0:00,5.836808523,-1.77098306,37.02291361,27.20643361,45.78680833,ccsm3,b1,3,-119.5676,37.8217
2020,1/31/20 0:00,6.75350825,-0.925883293,56.3125,20.36726761,43.57129167,ccsm3,b1,3,-119.5676,37.8217
2021,1/31/21 0:00,6.369467417,-1.145450115,114.8499959,236.4333903,47.36264167,ccsm3,b1,3,-119.5676,37.8217
2022,1/31/22 0:00,5.756766637,-2.419116656,109.4312541,279.4939982,46.359,ccsm3,b1,3,-119.5676,37.8217
2023,1/31/23 0:00,6.184233348,-1.607758522,197.8520915,337.4813436,52.87141667,ccsm3,b1,3,-119.5676,37.8217
2024,1/31/24 0:00,5.985183716,-1.875699679,84.13958232,169.9371847,52.03530833,ccsm3,b1,3,-119.5676,37.8217
2025,1/31/25 0:00,6.229049683,-1.590916634,60.26249695,50.72952271,48.932225,ccsm3,b1,3,-119.5676,37.8217
2026,1/31/26 0:00,5.360916773,-2.263358275,75.7583313,94.34788005,51.69426667,ccsm3,b1,3,-119.5676,37.8217
2027,1/31/27 0:00,6.901332855,-1.283566554,55.71457926,21.34266663,43.600025,ccsm3,b1,3,-119.5676,37.8217
2028,1/31/28 0:00,6.044291178,-1.523966789,93.84373983,138.0715129,50.917225,ccsm3,b1,3,-119.5676,37.8217
2029,1/31/29 0:00,6.097232819,-1.612025102,138.4395854,246.3445638,46.77699167,ccsm3,b1,3,-119.5676,37.8217
2030,1/31/30 0:00,6.287783305,-1.244099935,86.5458374,147.9939067,50.35895833,ccsm3,b1,3,-119.5676,37.8217
2031,1/31/31 0:00,7.095516841,-0.188091735,48.56041972,69.96664429,46.92971667,ccsm3,b1,3,-119.5676,37.8217
2032,1/31/32 0:00,6.780342102,-0.945383072,115.5333354,73.56335449,52.16088333,ccsm3,b1,3,-119.5676,37.8217
2033,1/31/33 0:00,6.260958354,-2.150966803,102.9833374,209.866272,49.17965833,ccsm3,b1,3,-119.5676,37.8217
2034,1/31/34 0:00,5.811841965,-1.846424739,122.3666789,394.3556722,49.52333333,ccsm3,b1,3,-119.5676,37.8217
2035,1/31/35 0:00,5.605925242,-2.137358348,80.41041565,150.143219,45.7904,ccsm3,b1,3,-119.5676,37.8217
2036,1/31/36 0:00,6.966949463,-1.136650006,80.44167074,61.20555115,47.26636667,ccsm3,b1,3,-119.5676,37.8217
2037,1/31/37 0:00,6.402208328,-1.687858264,116.8833415,176.1046143,45.79620833,ccsm3,b1,3,-119.5676,37.8217
2038,1/31/38 0:00,6.757449468,-1.939575036,127.7791748,316.3792725,47.54551667,ccsm3,b1,3,-119.5676,37.8217
2039,1/31/39 0:00,6.345149994,-2.058450063,105.1166687,240.9155477,45.61005833,ccsm3,b1,3,-119.5676,37.8217
2040,1/31/40 0:00,6.636799494,-1.046766678,104.6499837,91.24310303,49.311975,ccsm3,b1,3,-119.5676,37.8217
2041,1/31/41 0:00,6.5711085,-1.265700022,57.92499797,71.27789307,42.16738333,ccsm3,b1,3,-119.5676,37.8217
2042,1/31/42 0:00,6.5403169,-0.975908279,68.45833842,71.2838033,49.57778333,ccsm3,b1,3,-119.5676,37.8217
2043,1/31/43 0:00,6.197516759,-1.273058335,84.3583374,69.65063477,46.748175,ccsm3,b1,3,-119.5676,37.8217
2044,1/31/44 0:00,5.392408371,-2.135450045,136.8208313,230.3040568,56.26691667,ccsm3,b1,3,-119.5676,37.8217
2045,1/31/45 0:00,6.666133245,-1.450275103,82.18958537,167.8349202,45.98016667,ccsm3,b1,3,-119.5676,37.8217
2046,1/31/46 0:00,6.848000209,-0.920591672,87.51667277,112.076121,46.83484167,ccsm3,b1,3,-119.5676,37.8217
2047,1/31/47 0:00,6.389266968,-0.918141603,90.22916667,58.19169108,48.5733,ccsm3,b1,3,-119.5676,37.8217
2048,1/31/48 0:00,6.716625214,-0.744083405,54.07499186,195.7875163,42.54360833,ccsm3,b1,3,-119.5676,37.8217
2049,1/31/49 0:00,5.83291626,-1.935141563,81.37708537,133.2018026,46.63159167,ccsm3,b1,3,-119.5676,37.8217
2050,1/31/50 0:00,5.918600082,-2.435341517,136.8833415,204.1905721,45.32006667,ccsm3,b1,3,-119.5676,37.8217
2051,1/31/51 0:00,5.943258286,-2.048608462,77.33541361,379.3807373,51.96556667,ccsm3,b1,3,-119.5676,37.8217
2052,1/31/52 0:00,6.069949468,-1.890391509,121.8604228,242.8080037,48.14429167,ccsm3,b1,3,-119.5676,37.8217
2053,1/31/53 0:00,6.087149938,-2.004491806,117.3041687,128.6341349,43.98521667,ccsm3,b1,3,-119.5676,37.8217
2054,1/31/54 0:00,6.138449987,-2.095716953,174.3624878,682.3383382,50.4828,ccsm3,b1,3,-119.5676,37.8217
2055,1/31/55 0:00,6.989350001,-0.970900059,136.7979228,170.7047933,50.25004167,ccsm3,b1,3,-119.5676,37.8217
2056,1/31/56 0:00,6.740633647,-0.946825186,34.06666311,89.2649943,41.71825833,ccsm3,b1,3,-119.5676,37.8217
2057,1/31/57 0:00,7.444091797,-0.04368329,150.9541626,78.48442586,54.49359167,ccsm3,b1,3,-119.5676,37.8217
2058,1/31/58 0:00,6.6583004,-1.313533465,127.1916809,394.6787516,52.47774167,ccsm3,b1,3,-119.5676,37.8217
2059,1/31/59 0:00,7.681316376,0.160741846,39.83333079,19.74401601,48.67415,ccsm3,b1,3,-119.5676,37.8217
2060,1/31/60 0:00,6.392749786,-1.731158415,134.3750102,325.4742432,47.54236667,ccsm3,b1,3,-119.5676,37.8217
2061,1/31/61 0:00,6.200483958,-1.729075273,123.5249939,90.86140951,55.332275,ccsm3,b1,3,-119.5676,37.8217
2062,1/31/62 0:00,7.313341777,-0.361850103,97.9145813,78.83972677,50.27909167,ccsm3,b1,3,-119.5676,37.8217
2063,1/31/63 0:00,7.138434092,-0.246258338,95.9229126,148.082784,49.158675,ccsm3,b1,3,-119.5676,37.8217
2064,1/31/64 0:00,6.658500036,-1.209391435,134.7916565,299.0142619,48.526475,ccsm3,b1,3,-119.5676,37.8217
2065,1/31/65 0:00,7.135483424,-1.177450021,49.46666463,22.11849976,37.650525,ccsm3,b1,3,-119.5676,37.8217
2066,1/31/66 0:00,6.622033437,-1.450516542,102.668752,67.74519857,48.22699167,ccsm3,b1,3,-119.5676,37.8217
2067,1/31/67 0:00,7.034357707,-0.711016734,92.4666748,128.9768473,43.60663333,ccsm3,b1,3,-119.5676,37.8217
2068,1/31/68 0:00,6.530216853,-1.72074159,94.93333944,230.3694865,46.287175,ccsm3,b1,3,-119.5676,37.8217
2069,1/31/69 0:00,6.510433197,-2.138983409,108.8687337,227.9065145,46.9433,ccsm3,b1,3,-119.5676,37.8217
2070,1/31/70 0:00,7.383033117,-0.578141769,60.08957926,81.01173401,44.99583333,ccsm3,b1,3,-119.5676,37.8217
2071,1/31/71 0:00,7.420358658,-0.182799697,78.05208333,46.83573405,45.53125,ccsm3,b1,3,-119.5676,37.8217
2072,1/31/72 0:00,6.546616872,-0.950091839,158.5166728,274.1471761,53.615375,ccsm3,b1,3,-119.5676,37.8217
2073,1/31/73 0:00,6.945033391,-0.719033241,97.17708333,231.7121989,52.87680833,ccsm3,b1,3,-119.5676,37.8217
2074,1/31/74 0:00,7.326016744,-0.986949921,81.88125102,76.21397909,47.89549167,ccsm3,b1,3,-119.5676,37.8217
2075,1/31/75 0:00,7.286717097,-0.896716674,147.9666748,248.7049967,52.50144167,ccsm3,b1,3,-119.5676,37.8217
2076,1/31/76 0:00,7.227317174,-1.043308496,106.0791626,172.4897664,51.01216667,ccsm3,b1,3,-119.5676,37.8217
2077,1/31/77 0:00,7.684900284,0.186816692,109.7208455,65.83010356,51.8204,ccsm3,b1,3,-119.5676,37.8217
2078,1/31/78 0:00,7.592383067,-0.242716571,86.71457926,79.19169617,45.963725,ccsm3,b1,3,-119.5676,37.8217
2079,1/31/79 0:00,7.131233851,-0.025358359,111.0062459,86.68959554,52.764525,ccsm3,b1,3,-119.5676,37.8217
2080,1/31/80 0:00,6.494066238,-1.203641653,142.4020894,176.9554443,56.38245,ccsm3,b1,3,-119.5676,37.8217
2081,1/31/81 0:00,7.956008275,0.37984999,50.46458435,103.9822286,48.11024167,ccsm3,b1,3,-119.5676,37.8217
2082,1/31/82 0:00,7.21281751,-0.326999823,112.7875264,271.5902303,50.97864167,ccsm3,b1,3,-119.5676,37.8217
2083,1/31/83 0:00,7.561374664,-0.105266651,109.2041626,117.0046895,46.03278333,ccsm3,b1,3,-119.5676,37.8217
2084,1/31/84 0:00,6.185642242,-2.125183423,64.66666667,132.2584432,46.89515833,ccsm3,b1,3,-119.5676,37.8217
2085,1/31/85 0:00,7.795791626,0.047966639,64.03749593,31.91518402,45.673125,ccsm3,b1,3,-119.5676,37.8217
2086,1/31/86 0:00,6.649891535,-1.129741907,93.3520813,34.59174093,45.36969167,ccsm3,b1,3,-119.5676,37.8217
2087,1/31/87 0:00,7.098316193,-0.873366674,118.1937561,182.7987061,47.73005,ccsm3,b1,3,-119.5676,37.8217
2088,1/31/88 0:00,6.876532873,-0.536833405,82.21458435,211.8253581,53.28175833,ccsm3,b1,3,-119.5676,37.8217
2089,1/31/89 0:00,7.654116313,-0.606116573,72.53750102,67.47233073,45.51730833,ccsm3,b1,3,-119.5676,37.8217
2090,1/31/90 0:00,6.856550852,-0.131150007,132.7521057,138.0805461,54.73095,ccsm3,b1,3,-119.5676,37.8217
2091,1/31/91 0:00,6.467775345,-1.338191668,111.3812663,229.893453,52.88298333,ccsm3,b1,3,-119.5676,37.8217
2092,1/31/92 0:00,6.530391693,-1.455199877,145.3479207,96.06921387,51.5659,ccsm3,b1,3,-119.5676,37.8217
2093,1/31/93 0:00,7.977966309,-0.241466681,127.0333354,261.5109456,49.165825,ccsm3,b1,3,-119.5676,37.8217
2094,1/31/94 0:00,6.423758189,-1.530016581,252.7687378,587.0800781,54.31153333,ccsm3,b1,3,-119.5676,37.8217
2095,1/31/95 0:00,7.810875575,-0.482533375,61.60208639,116.9815063,46.44054167,ccsm3,b1,3,-119.5676,37.8217
2096,1/31/96 0:00,6.537391027,-1.595950127,64.21250407,32.12945048,43.591675,ccsm3,b1,3,-119.5676,37.8217
2097,1/31/97 0:00,6.506249746,-1.617091656,84.60417175,269.2101644,48.29995833,ccsm3,b1,3,-119.5676,37.8217
2098,1/31/98 0:00,6.064600627,-1.855541706,127.4895833,152.343221,48.92733333,ccsm3,b1,3,-119.5676,37.8217
2099,1/31/99 0:00,6.002666473,-2.201299826,73.50624593,182.7999878,46.21194167,ccsm3,b1,3,-119.5676,37.8217
