GUID,SCIENTIFIC_NAME,OTHERCATALOGNUMBERS,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,ELEVATION,SPEC_LOCALITY,VERBATIM_DATE,PARTS,DEC_LAT,DEC_LONG,SEX,ERA
MVZ:Mamm:207251,Tamias speciosus frater,collector number=21158,251,United States,California,2488.692,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,tissue (frozen); whole organism (ethanol); tissue (95% ethanol),37.84309,-119.62314,male,M
MVZ:Mamm:207256,Tamias speciosus frater,collector number=1318,251,United States,California,2300,"Yosemite Creek tributary, Yosemite National Park",27-Jun-04,skull; postcranial skeleton; tissue (frozen),37.8497,-119.57801,male,M
MVZ:Mamm:207286,Tamias speciosus frater,collector number=190,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",7-Aug-04,skull; tissue (frozen); study skin,37.75456,-119.74298,female,M
MVZ:Mamm:220040,Tamias speciosus frater,collector number=23445,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220042,Tamias speciosus frater,collector number=23450,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:217193,Tamias speciosus frater,collector number=22680,,United States,California,2865.12,"upper Kerrick Meadow, Yosemite National Park",25-Jul-06,skull; study skin; tissue (95% ethanol),38.12206,-119.48155,female,M
MVZ:Mamm:202724,Tamias speciosus frater,collector number=20062-B,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75139,-119.79149,not recorded,M
MVZ:Mamm:222215,Tamias speciosus frater,collector number=24333,,United States,California,3054.096,"Middle Young Lake, Yosemite National Park",5-Aug-08,study skin; tissue (95% ethanol),37.93876,-119.34047,male,M
MVZ:Mamm:220064,Tamias speciosus frater,collector number=23501,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",1-Aug-07,skull; study skin; tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220041,Tamias speciosus frater,collector number=23446,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220059,Tamias speciosus frater,collector number=23474,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:202734,Tamias speciosus frater,collector number=41-H,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202735,Tamias speciosus frater,collector number=42-A,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75048,-119.79423,not recorded,M
MVZ:Mamm:202736,Tamias speciosus frater,collector number=42-B,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75048,-119.79423,not recorded,M
MVZ:Mamm:201478,Tamias speciosus frater,collector number=20160,230,United States,California,2223.516,"Mono Meadow trail head, Yosemite National Park",9-Jul-03,skull; tissue (frozen); tissue (95% ethanol); DNA (frozen); study skin,37.67037,-119.58527,female,M
MVZ:Mamm:201491,Tamias speciosus frater,collector number=20225,230,United States,California,2258.2632,"0.2 mi W Summit Meadow, Yosemite National Park",15-Jul-03,tissue (frozen); whole organism (ethanol); tissue (95% ethanol),37.67152,-119.65707,female,M
MVZ:Mamm:201545,Tamias speciosus frater,collector number=20406,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",7-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:201548,Tamias speciosus frater,collector number=20417,230,United States,California,2491.74,"Glen Aulin, Yosemite National Park",7-Aug-03,skull; tissue (95% ethanol); baculum; study skin,37.91586,-119.41385,male,M
MVZ:Mamm:201549,Tamias speciosus frater,collector number=20431,230,United States,California,2491.74,"Glen Aulin, Yosemite National Park",8-Aug-03,skull; baculum; tissue (95% ethanol); study skin; DNA (frozen),37.91586,-119.41385,male,M
MVZ:Mamm:201501,Tamias speciosus frater,collector number=20281,230,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",26-Jul-03,skull; baculum; DNA; study skin; tissue (95% ethanol),37.77819,-119.26115,male,M
MVZ:Mamm:201502,Tamias speciosus frater,collector number=20282,230,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",26-Jul-03,skull; baculum; tissue (95% ethanol); study skin; DNA (frozen),37.76807,-119.25506,male,M
MVZ:Mamm:201504,Tamias speciosus frater,collector number=20319,230,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",30-Jul-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.76807,-119.25506,male,M
MVZ:Mamm:201523,Tamias speciosus frater,collector number=20360,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.91355,-119.42225,female,M
MVZ:Mamm:201530,Tamias speciosus frater,collector number=20375,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; study skin; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:201534,Tamias speciosus frater,collector number=20388,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; tissue (95% ethanol); baculum; study skin,37.91355,-119.42225,male,M
MVZ:Mamm:201519,Tamias speciosus frater,collector number=20347,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",5-Aug-03,skull; study skin; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:201520,Tamias speciosus frater,collector number=20357,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:202715,Tamias speciosus frater,collector number=20035-A,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,tissue (frozen); whole organism (frozen),37.75515,-119.80015,not recorded,M
MVZ:Mamm:201506,Tamias speciosus frater,collector number=20326,130,United States,California,3220.212,"upper Lyell Canyon, Yosemite National Park",30-Jul-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.76358,-119.25996,female,M
MVZ:Mamm:201533,Tamias speciosus frater,collector number=20387,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; baculum; tissue (95% ethanol); study skin; DNA (frozen),37.91355,-119.42225,male,M
MVZ:Mamm:207271,Tamias speciosus frater,collector number=21365,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",24-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.74036,-119.39641,female,M
MVZ:Mamm:207281,Tamias speciosus frater,collector number=1446,101,United States,California,2199.4368,"Merced Lake, Yosemite National Park",26-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.74051,-119.41345,female,M
MVZ:Mamm:201565,Tamias speciosus frater,collector number=20478,130,United States,California,3148.584,"0.3 mi W Tioga Pass, Yosemite National Park",12-Sep-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.90811,-119.26396,female,M
MVZ:Mamm:202738,Tamias speciosus frater,collector number=42-D,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75048,-119.79423,not recorded,M
MVZ:Mamm:201456,Tamias speciosus frater,collector number=20072,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.75139,-119.79149,male,M
MVZ:Mamm:201505,Tamias speciosus frater,collector number=20323,80,United States,California,3051.048,"upper Lyell Canyon, Yosemite National Park",30-Jul-03,skull; baculum; tissue (95% ethanol); study skin; DNA (frozen),37.77211,-119.25828,male,M
MVZ:Mamm:207279,Tamias speciosus frater,collector number=178,151,United States,California,2204.9232,"Merced Lake, Yosemite National Park",27-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.7409,-119.40804,male,M
MVZ:Mamm:207234,Tamias speciosus frater,collector number=21084,251,United States,California,2484.12,"White Wolf entrance, Yosemite National Park",22-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.85723,-119.64744,male,M
MVZ:Mamm:207235,Tamias speciosus frater,collector number=21085,251,United States,California,2484.12,"White Wolf entrance, Yosemite National Park",22-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.85723,-119.64744,male,M
MVZ:Mamm:207247,Tamias speciosus frater,collector number=21151,251,United States,California,2570.6832,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.84631,-119.63327,female,M
MVZ:Mamm:207253,Tamias speciosus frater,collector number=21179,251,United States,California,2488.692,"Old Tioga Mine Rd., Yosemite National Park",27-Jun-04,tissue (frozen); whole organism (ethanol); tissue (95% ethanol),37.84309,-119.62314,male,M
MVZ:Mamm:207259,Tamias speciosus frater,collector number=259,100,United States,California,2379.8784,"Porcupine Creek trail, Yosemite National Park",30-Jun-04,skull; tissue (frozen); study skin; DNA,37.79383,-119.55255,female,M
MVZ:Mamm:207261,Tamias speciosus frater,collector number=21249,251,United States,California,3160.4712,"E end Fletcher Lake, Yosemite National Park",13-Jul-04,skull; DNA (frozen); tissue (95% ethanol); study skin,37.79778,-119.33617,female,M
MVZ:Mamm:217196,Tamias speciosus frater,collector number=22714,,United States,California,2941.32,"Buckeye Pass, Yosemite National Park",29-Jul-06,skull; study skin; tissue (95% ethanol),38.13027,-119.47916,female,M
MVZ:Mamm:202725,Tamias speciosus frater,collector number=20062-C,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75139,-119.79149,not recorded,M
MVZ:Mamm:220045,Tamias speciosus frater,collector number=23454,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220048,Tamias speciosus frater,collector number=23457,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:202719,Tamias speciosus frater,collector number=20035-E,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,tissue (frozen); whole organism (frozen),37.75515,-119.80015,not recorded,M
MVZ:Mamm:202720,Tamias speciosus frater,collector number=20035-F,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,tissue (frozen); whole organism (frozen),37.75515,-119.80015,not recorded,M
MVZ:Mamm:220044,Tamias speciosus frater,collector number=23452,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:222213,Tamias speciosus frater,collector number=24331,,United States,California,3054.096,"Middle Young Lake, Yosemite National Park",5-Aug-08,study skin; tissue (95% ethanol),37.93876,-119.34047,male,M
MVZ:Mamm:220025,Tamias speciosus frater,collector number=23420,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",21-Jul-07,skull; study skin; tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220034,Tamias speciosus frater,collector number=23439,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220058,Tamias speciosus frater,collector number=23473,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220063,Tamias speciosus frater,collector number=23488,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",26-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220075,Tamias speciosus frater,collector number=23554,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",6-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:216345,Tamias speciosus frater,collector number=22382,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",4-Aug-05,skull; study skin; tissue (95% ethanol),37.88325,-119.3605,male,M
MVZ:Mamm:202742,Tamias speciosus frater,collector number=24-B,105,United States,California,1900,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202744,Tamias speciosus frater,collector number=24-D,105,United States,California,1900,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202752,Tamias speciosus frater,collector number=20078-B,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.74597,-119.7993,not recorded,M
MVZ:Mamm:202755,Tamias speciosus frater,collector number=20078-E,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.74597,-119.7993,not recorded,M
MVZ:Mamm:201460,Tamias speciosus frater,collector number=20083,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",11-Jun-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.75139,-119.79149,male,M
MVZ:Mamm:201463,Tamias speciosus frater,collector number=42,107,United States,California,1874.52,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); tissue (frozen) sample; study skin; embryo (frozen); DNA; embryo (frozen),37.75048,-119.79423,female,M
MVZ:Mamm:201492,Tamias speciosus frater,collector number=20240,230,United States,California,2258.2632,"0.2 mi W Summit Meadow, Yosemite National Park",16-Jul-03,skull; tissue (frozen); study skin; baculum,37.67152,-119.65707,male,M
MVZ:Mamm:201452,Tamias speciosus frater,collector number=20055,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,skull; tissue (frozen); tissue (frozen) sample; baculum; study skin; DNA (frozen),37.75139,-119.79149,male,M
MVZ:Mamm:201453,Tamias speciosus frater,collector number=20061,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,skull; tissue (frozen); DNA (frozen); embryo (frozen); study skin; tissue (95% ethanol); tissue (95% ethanol) sample,37.75139,-119.79149,female,M
MVZ:Mamm:201556,Tamias speciosus frater,collector number=157,61,United States,California,2392.68,"Glen Aulin, Yosemite National Park",11-Aug-03,skull; tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.91042,-119.41607,female,M
MVZ:Mamm:216328,Tamias speciosus frater,collector number=1783,306,United States,California,2878.5312,"Dorothy Lake, Yosemite National Park",17-Aug-05,skull; study skin; tissue (95% ethanol),38.17609,-119.59468,female,M
MVZ:Mamm:201563,Tamias speciosus frater,collector number=20462,230,United States,California,2496.312,"McGee Lake, Yosemite National Park",12-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.9007,-119.43205,male,M
MVZ:Mamm:201525,Tamias speciosus frater,collector number=20362,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; tissue (95% ethanol); baculum; study skin,37.91355,-119.42225,male,M
MVZ:Mamm:201509,Tamias speciosus frater,collector number=129,206,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",26-Jul-03,skull; baculum; DNA; study skin; tissue (95% ethanol),37.77719,-119.26395,male,M
MVZ:Mamm:201524,Tamias speciosus frater,collector number=20361,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; tissue (95% ethanol); baculum; study skin,37.91355,-119.42225,male,M
MVZ:Mamm:207221,Tamias speciosus frater,collector number=1471,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",8-Aug-04,skull; postcranial skeleton; tissue (frozen); baculum,37.75456,-119.74298,male,M
MVZ:Mamm:216334,Tamias speciosus frater,collector number=22366,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",1-Aug-05,skull; tissue (95% ethanol); study skin,37.88325,-119.3605,female,M
MVZ:Mamm:201457,Tamias speciosus frater,collector number=20073,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.75139,-119.79149,male,M
MVZ:Mamm:220046,Tamias speciosus frater,collector number=23455,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:216349,Tamias speciosus frater,collector number=22426,,United States,California,3121.152,"Upper Lyell Canyon, Yosemite National Park",11-Aug-05,skull; tissue (95% ethanol); DNA; study skin,37.76807,-119.25506,female,M
MVZ:Mamm:201495,Tamias speciosus frater,collector number=977,32,United States,California,2135,"Bridalveil Creek Campground, Yosemite National Park",17-Jul-03,skull; postcranial skeleton; tissue (frozen); study skin,37.66436,-119.62117,female,M
MVZ:Mamm:220032,Tamias speciosus frater,collector number=23437,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:207275,Tamias speciosus frater,collector number=172,151,United States,California,2204.9232,"Merced Lake, Yosemite National Park",25-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.7409,-119.40804,female,M
MVZ:Mamm:207232,Tamias speciosus frater,collector number=21082,251,United States,California,2484.12,"White Wolf entrance, Yosemite National Park",21-Jun-04,skull; tissue (frozen); tissue (95% ethanol); baculum; study skin,37.85723,-119.64744,male,M
MVZ:Mamm:207282,Tamias speciosus frater,collector number=1447,101,United States,California,2199.4368,"Merced Lake, Yosemite National Park",26-Jul-04,skull; postcranial skeleton; tissue (95% ethanol); DNA (frozen); tissue (95% ethanol) sample,37.74051,-119.41345,female,M
MVZ:Mamm:207239,Tamias speciosus frater,collector number=99,251,United States,California,2415,"White Wolf Campground, Yosemite National Park",23-Jun-04,skull; tissue (frozen); study skin,37.86644,-119.64773,male,M
MVZ:Mamm:207250,Tamias speciosus frater,collector number=21154,251,United States,California,2570.6832,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.84631,-119.63327,male,M
MVZ:Mamm:207254,Tamias speciosus frater,"Howard Manter Parasitology Laboratory, University of Nebraska, Lincoln=48060; collector number=1311",251,United States,California,2300,"Yosemite Creek tributary, Yosemite National Park",26-Jun-04,skull; tissue (frozen); study skin,37.8497,-119.57801,female,M
MVZ:Mamm:207265,Tamias speciosus frater,collector number=21319,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",21-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.74036,-119.39641,male,M
MVZ:Mamm:217194,Tamias speciosus frater,collector number=22698,,United States,California,2865.12,"upper Kerrick Meadow, Yosemite National Park",26-Jul-06,skull; study skin; tissue (95% ethanol),38.12206,-119.48155,male,M
MVZ:Mamm:220050,Tamias speciosus frater,collector number=23459,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220026,Tamias speciosus frater,collector number=23423,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",21-Jul-07,skull; study skin; tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220047,Tamias speciosus frater,collector number=23456,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220062,Tamias speciosus frater,collector number=23477,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220078,Tamias speciosus frater,collector number=23566,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",6-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:230237,Tamias speciosus frater,collector number=212,6,United States,California,2840,Approximately 210 m S of May Lake,8/7/11,"whole organism (formalin-fixed, 70% ethanol); tissue (RNAlater); tissue (RNAlater)",37.8437905,-119.4952298,female,M
MVZ:Mamm:220071,Tamias speciosus frater,collector number=23544,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",4-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220037,Tamias speciosus frater,collector number=23442,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220074,Tamias speciosus frater,collector number=23553,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",6-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:216343,Tamias speciosus frater,collector number=22379,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",3-Aug-05,skull; study skin; tissue (95% ethanol),37.88325,-119.3605,female,M
MVZ:Mamm:202733,Tamias speciosus frater,collector number=41-G,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202750,Tamias speciosus frater,collector number=27-E,57,United States,California,,"Crane Flat, Yosemite National Park",12-Jun-03,tissue (frozen); whole organism (frozen),37.74995,-119.79336,not recorded,M
MVZ:Mamm:216335,Tamias speciosus frater,collector number=22367,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",1-Aug-05,skull; tissue (95% ethanol); baculum; study skin; DNA (frozen),37.88325,-119.3605,male,M
MVZ:Mamm:216340,Tamias speciosus frater,collector number=22372,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",2-Aug-05,skull; study skin; tissue (95% ethanol),37.88325,-119.3605,female,M
MVZ:Mamm:201454,Tamias speciosus frater,collector number=20062,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,skull; tissue (frozen); study skin; tissue (95% ethanol); embryo (frozen); embryo (frozen); tissue (95% ethanol) sample,37.75139,-119.79149,female,M
MVZ:Mamm:201471,Tamias speciosus frater,collector number=20116,230,United States,California,2106.168,"3 mi E (by road) Crane Flat, Yosemite National Park",14-Jun-03,skull; tissue (frozen); study skin; DNA (frozen); tissue (95% ethanol); baculum; tissue (95% ethanol) sample,37.75775,-119.7699,male,M
MVZ:Mamm:201476,Tamias speciosus frater,collector number=20184,230,United States,California,2159.508,"0.7 mi W Mono Meadow trail head, Yosemite National Park",11-Jul-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.66792,-119.59743,male,M
MVZ:Mamm:201481,Tamias speciosus frater,collector number=20138,230,United States,California,2350.008,"S end Pothole Meadows, Yosemite National Park",8-Jul-03,skull; tissue (frozen); baculum; tissue (95% ethanol); DNA (frozen); study skin,37.69924,-119.58647,male,M
MVZ:Mamm:201487,Tamias speciosus frater,collector number=20188,230,United States,California,2350.008,"S end Pothole Meadows, Yosemite National Park",11-Jul-03,skull; tissue (frozen); tissue (95% ethanol); baculum; study skin,37.69924,-119.58647,male,M
MVZ:Mamm:201490,Tamias speciosus frater,collector number=20208,230,United States,California,2258.2632,"0.2 mi W Summit Meadow, Yosemite National Park",12-Jul-03,skull; tissue (frozen); DNA (frozen); tissue (95% ethanol); study skin,37.67152,-119.65707,female,M
MVZ:Mamm:201494,Tamias speciosus frater,collector number=976,32,United States,California,2135,"Bridalveil Creek Campground, Yosemite National Park",17-Jul-03,skull; tissue (frozen); study skin,37.66436,-119.62117,female,M
MVZ:Mamm:201497,Tamias speciosus frater,collector number=20251,230,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",24-Jul-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.77819,-119.26115,female,M
MVZ:Mamm:216331,Tamias speciosus frater,collector number=131,205,United States,California,2863.596,"Dorothy Lake, Yosemite National Park",16-Aug-05,skull; DNA (frozen); tissue (95% ethanol); study skin,38.17061,-119.5946,male,M
MVZ:Mamm:216326,Tamias speciosus frater,collector number=22159,,United States,California,1923.5928,"Crane Flat, Yosemite National Park",27-May-05,skull; tissue (frozen); tissue (95% ethanol); DNA; study skin,37.75139,-119.79149,female,M
MVZ:Mamm:201551,Tamias speciosus frater,collector number=20436,80,United States,California,2401.824,"Glen Aulin, Yosemite National Park",9-Aug-03,skull; tissue (95% ethanol); study skin; DNA (frozen); tissue (95% ethanol) sample,37.9136,-119.42421,female,M
MVZ:Mamm:201503,Tamias speciosus frater,collector number=20295,230,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",27-Jul-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.76807,-119.25506,female,M
MVZ:Mamm:201522,Tamias speciosus frater,collector number=20359,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; tissue (95% ethanol); baculum; study skin,37.91355,-119.42225,male,M
MVZ:Mamm:201526,Tamias speciosus frater,collector number=20363,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; tissue (95% ethanol); study skin,37.91355,-119.42225,female,M
MVZ:Mamm:201507,Tamias speciosus frater,collector number=110,206,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",24-Jul-03,skull; postcranial skeleton; DNA; tissue (95% ethanol),37.77719,-119.26395,female,M
MVZ:Mamm:201508,Tamias speciosus frater,collector number=127,206,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",26-Jul-03,skull; tissue (95% ethanol); DNA; study skin,37.77719,-119.26395,female,M
MVZ:Mamm:201510,Tamias speciosus frater,collector number=111,106,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",28-Jul-03,skull; tissue (95% ethanol); DNA; study skin,37.7672,-119.25723,female,M
MVZ:Mamm:201512,Tamias speciosus frater,collector number=123,106,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",30-Jul-03,skull; tissue (95% ethanol); DNA; study skin,37.7672,-119.25723,male,M
MVZ:Mamm:220069,Tamias speciosus frater,collector number=23516,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",2-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:201511,Tamias speciosus frater,collector number=118,106,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",29-Jul-03,skull; postcranial skeleton; DNA; tissue (95% ethanol),37.7672,-119.25723,female,M
MVZ:Mamm:220081,Tamias speciosus frater,collector number=23573,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",7-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:220054,Tamias speciosus frater,collector number=23465,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:207270,Tamias speciosus frater,collector number=21364,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",24-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.74036,-119.39641,male,M
MVZ:Mamm:207273,Tamias speciosus frater,collector number=168,151,United States,California,2204.9232,"Merced Lake, Yosemite National Park",24-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.7409,-119.40804,female,M
MVZ:Mamm:207283,Tamias speciosus frater,collector number=1449,101,United States,California,2199.4368,"Merced Lake, Yosemite National Park",26-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.74069,-119.41025,female,M
