cat.num,species,elev.m,sex,era,specific.locality,latitude,longitude,pc1,face.proj,neuro.proj
220026,Tamias speciosus,2984.6016,F,M,Cathedral Lakes,37.84117,-119.41206,52.48411427,40.54201466,31.24725784
220027,Tamias speciosus,2984.6016,M,M,Cathedral Lakes,37.84117,-119.41206,53.3718443,41.61032831,31.32674842
220029,Tamias speciosus,2984.6016,F,M,Cathedral Lakes,37.84117,-119.41206,50.92835375,39.20991335,30.5469406
220055,Tamias speciosus,2984.6016,M,M,Cathedral Lakes,37.84117,-119.41206,51.04901825,39.67100013,29.9777716
220064,Tamias speciosus,2970.276,M,M,Lower Ottoway Lake,37.64537,-119.41978,49.07617174,37.63790383,29.3910689
220066,Tamias speciosus,2970.276,F,M,Lower Ottoway Lake,37.64537,-119.41978,52.69531995,40.71107282,31.22977509
220067,Tamias speciosus,2970.276,M,M,Lower Ottoway Lake,37.64537,-119.41978,51.56732882,40.36051691,29.93713929
220070,Tamias speciosus,2970.276,F,M,Lower Ottoway Lake,37.64537,-119.41978,49.87488605,39.46670396,28.29499247
222211,Tamias speciosus,3252.216,M,M,Mono Pass,37.85461,-119.21362,51.4015525,39.77253183,30.3511581
222212,Tamias speciosus,3269.5896,M,M,Mono Pass,37.85794,-119.21818,54.77063809,41.9235863,32.84915074
222216,Tamias speciosus,3252.216,F,M,Mono Pass,37.85461,-119.21362,49.63103571,37.79216384,30.01313304
224158,Tamias speciosus,2939.796,M,M,Sonora Pass (?),38.32799,-119.63721,50.43000511,39.10852862,29.75192514
224159,Tamias speciosus,2939.796,M,M,Sonora Pass (?),38.32799,-119.63721,51.92443672,39.7795198,31.00322374
224160,Tamias speciosus,3069.336,M,M,Rock Creek (?),37.44426,-118.74413,51.67637559,40.22242318,30.39690776
224161,Tamias speciosus,3069.336,F,M,Rock Creek (?),37.44426,-118.74413,51.90679765,40.72855941,29.93455748
224162,Tamias speciosus,3069.336,F,M,Rock Creek (?),37.44426,-118.74413,51.05596325,40.1457591,29.50454198
224163,Tamias speciosus,3069.336,F,M,Rock Creek (?),37.44426,-118.74413,49.03045153,38.39194642,28.22259577
224164,Tamias speciosus,2761.488,F,M,Glass Mtn.,37.77802,-118.67872,52.31855257,40.52637148,30.73074015
224165,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,50.74190316,39.39839804,29.58884948
224166,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,50.69299087,39.06659005,30.20814719
224167,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,51.28791427,40.05222392,29.89655441
224168,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,50.58248339,39.64948468,29.33520452
224169,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,53.09301236,40.63600641,31.82636322
224170,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,51.6177636,40.66450606,29.61008758
224171,Tamias speciosus,2761.488,F,M,Glass Mtn.,37.77802,-118.67872,52.64221473,40.37499902,31.55347562
224172,Tamias speciosus,2761.488,F,M,Glass Mtn.,37.77802,-118.67872,52.58560041,40.82405933,31.10222294
224173,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,51.64956873,40.35579069,29.98159388
224174,Tamias speciosus,2761.488,F,M,Glass Mtn.,37.77802,-118.67872,49.69790996,39.08319384,28.47643838
224175,Tamias speciosus,2761.488,M,M,Glass Mtn.,37.77802,-118.67872,52.13307114,40.50009748,30.5281832
224176,Tamias speciosus,2761.488,F,M,Glass Mtn.,37.77802,-118.67872,50.04960054,39.3128487,28.83594774
224177,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,52.95955739,40.86957483,31.25094722
224178,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,51.3479616,39.64979416,30.35359547
224179,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,52.65344477,40.56685255,31.43751133
224180,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,54.63786191,42.69265808,31.94960331
224181,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,51.47098693,40.08156027,30.02314643
224182,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,53.30439625,41.72224484,31.0348948
224183,Tamias speciosus,2292.096,F,M,Devils Gate (?),38.34845,-119.36332,52.46875839,41.06559355,30.64973998
224184,Tamias speciosus,2292.096,F,M,Devils Gate (?),38.34845,-119.36332,51.63766568,40.79659251,29.68006087
224185,Tamias speciosus,2292.096,F,M,Devils Gate (?),38.34845,-119.36332,51.7871166,40.58460215,29.86654307
224186,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,52.30929591,41.04672233,30.47564676
224187,Tamias speciosus,2292.096,M,M,Devils Gate (?),38.34845,-119.36332,51.98588922,40.36694363,30.52042937
224188,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,51.67417539,40.76259456,29.72266045
224189,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,52.57816975,40.6069705,30.93555412
224190,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,50.07438446,39.54329403,28.45819876
224191,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,51.07522939,39.40893017,30.28467537
224192,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,52.89763212,41.2001968,30.79226405
224193,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,52.36214923,40.95360247,30.4276011
224194,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,51.05031958,39.36792696,30.10454691
224195,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,52.58651141,41.00624269,30.53674882
224196,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,51.85948473,40.60305092,30.08579977
224197,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,51.94501869,40.52994038,30.4145202
224198,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,52.65836519,41.24250645,30.64706307
224199,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,52.81720911,40.22392642,32.11499415
224200,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,53.02674526,41.36242042,31.07031283
224202,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,52.84458545,41.06326741,31.08019137
224203,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,51.20409201,40.204652,29.62080416
224204,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,51.8840401,40.3157199,30.35544505
224205,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,51.19383272,40.06826629,29.69549079
224206,Tamias speciosus,2708.148,M,M,Glass Mtn.,37.84562,-118.83829,51.77678804,39.97455019,30.70411302
224207,Tamias speciosus,2708.148,F,M,Glass Mtn.,37.84562,-118.83829,52.36848551,41.31857942,30.06484966
224226,Tamias speciosus,2514.6,F,M,Sweetwater Mts. (?),38.38664,-119.34457,53.0277235,41.91699727,30.37275029
224227,Tamias speciosus,2514.6,F,M,Sweetwater Mts. (?),38.38664,-119.34457,53.88903161,42.47323951,31.06415492
224228,Tamias speciosus,2514.6,M,M,Sweetwater Mts. (?),38.38664,-119.34457,52.23412041,40.79553435,30.48682474
22663,Tamias alpinus,3108.96,M,H,"0.5 mi SW Mt. Hoffman, Yosemite National Park",37.842428,-119.516665,43.54994075,32.7936646,26.03396835
22665,Tamias alpinus,3139.44,M,H,"0.25 mi SE summit Mt. Hoffmann, Yosemite National Park",37.84439,-119.50555,44.95885444,33.95743221,26.75134816
22667,Tamias alpinus,3230.88,F,H,"0.25 mi SE summit Mt. Hoffman, Yosemite National Park",37.84744,-119.50227,44.27227267,34.17649766,25.46349078
22668,Tamias alpinus,3230.88,M,H,"0.25 mi SE summit Mt. Hoffman, Yosemite National Park",37.84744,-119.50227,45.89919577,34.92619102,27.15380139
22669,Tamias alpinus,3230.88,M,H,"0.25 mi SE summit Mt. Hoffman, Yosemite National Park",37.84744,-119.50227,44.37719588,33.6384596,26.35757819
22671,Tamias alpinus,3230.88,M,H,"0.25 mi SE summit Mt. Hoffman, Yosemite National Park",37.84744,-119.50227,43.49697763,32.98497141,25.7449979
22672,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,45.27314056,34.07140028,27.1984746
22673,Tamias alpinus,2621.28,F,H,"Tuolumne Meadows, Yosemite National Park",37.8794,-119.39498,45.23998019,34.46355305,26.56831932
22674,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.8794,-119.39498,44.15092221,33.70337054,25.807137
22675,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,43.46419866,32.72944296,25.99155651
22676,Tamias alpinus,2621.28,F,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.95019446,34.94940103,25.40845612
22677,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.79705921,33.42697343,27.1894382
22678,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.07196327,33.60287803,25.87356763
22679,Tamias alpinus,2621.28,F,H,"Tuolumne Meadows, Yosemite National Park",37.8794,-119.39498,43.84358135,33.54669066,25.41709037
22680,Tamias alpinus,2621.28,F,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,45.24885863,34.68541386,26.44342713
22681,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.6628897,33.67354683,26.54251566
22682,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.4052547,33.45034858,26.44176474
22684,Tamias alpinus,3002.28,M,H,"Young Lake near Ragged Peak, Yosemite National Park",37.93776,-119.345037,42.79621927,32.86491664,24.71308482
22685,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.94107557,34.40709831,26.2070384
22686,Tamias alpinus,2621.28,M,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.61691915,34.04090543,26.16607214
22687,Tamias alpinus,2621.28,F,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.7324882,33.75434494,26.67205381
22689,Tamias alpinus,2621.28,F,H,"Tuolumne Meadows, Yosemite National Park",37.87941,-119.39498,44.18744165,34.23002057,25.31697664
22690,Tamias alpinus,2956.56,F,H,"head of Lyell Canyon, Yosemite National Park",37.7769743,-119.2608776,44.49641695,33.70234576,26.46601819
22692,Tamias alpinus,3261.36,F,H,"head of Lyell Canyon, Yosemite National Park",37.7637043,-119.2526439,44.51615787,33.52921661,26.62412982
22697,Tamias alpinus,2987.04,M,H,"head of Lyell Canyon, Yosemite National Park",37.7741135,-119.2597501,44.1261239,33.53860959,25.90606088
22699,Tamias alpinus,2743.2,F,H,"head of Lyell Canyon, Yosemite National Park",37.7896535,-119.2610089,45.12437519,34.85210013,26.04483323
22700,Tamias alpinus,2956.56,F,H,"head of Lyell Canyon, Yosemite National Park",37.7769743,-119.2608776,43.61637036,32.77815373,26.08063515
22702,Tamias alpinus,3108.96,F,H,"head of Lyell Canyon, Yosemite National Park",37.76684,-119.2561983,45.53706611,34.50755848,27.00993841
22703,Tamias alpinus,3048,M,H,"head of Lyell Canyon, Yosemite National Park",37.7721809,-119.2574555,43.53017709,32.84154893,25.86099844
22705,Tamias alpinus,2956.56,M,H,"head of Lyell Canyon, Yosemite National Park",37.7769743,-119.2608776,44.85590337,33.68366486,26.89719109
23320,Tamias alpinus,3200.4,F,H,"Mt. Florence Ridge, Yosemite National Park",37.736228,-119.311539,44.63554352,34.02576388,26.20586459
23322,Tamias alpinus,3048,F,H,"Mt. Clark, Yosemite National Park",37.70453,-119.43229,45.03692491,34.36211178,26.4735758
23323,Tamias alpinus,3048,F,H,"Mt. Clark, Yosemite National Park",37.70453,-119.43229,45.55956923,34.72602861,26.69004843
23327,Tamias alpinus,2987.04,M,H,"near Vogelsang Peak, Yosemite National Park",37.77156,-119.33816,44.00032673,33.21057819,26.0494188
23329,Tamias alpinus,3154.68,M,H,Vogelsang Lake,37.78762,-119.34099,43.66095142,33.15983555,25.75397811
23330,Tamias alpinus,3154.68,M,H,Vogelsang Lake,37.78762,-119.34099,45.38849974,34.52570595,26.57827262
23331,Tamias alpinus,3078.48,M,H,"Fletcher Creek, near Vogelsang Lake, Yosemite National Park",37.79417,-119.34413,45.32002572,34.60519614,26.48401818
23332,Tamias alpinus,3154.68,F,H,Vogelsang Lake,37.78762,-119.34099,43.72480784,33.51549764,25.32156942
23334,Tamias alpinus,2926.08,M,H,"near Ellery Lake, Tioga Rd.",37.938063,-119.235932,44.67615726,33.46969221,26.80110729
23335,Tamias alpinus,3048,F,H,Warren Fork of Lee Vining Creek,37.97494,-119.2436,45.33573871,33.53507223,27.68028012
23336,Tamias alpinus,3048,F,H,Warren Fork of Lee Vining Creek,37.97494,-119.2436,45.47093686,35.06077386,26.25344179
23337,Tamias alpinus,3048,F,H,Warren Fork of Lee Vining Creek,37.97494,-119.2436,46.46833239,36.03356692,26.75177946
23338,Tamias alpinus,2926.08,F,H,near Tioga Rd.,37.932482,-119.248464,44.2070944,33.71301646,25.75124709
23340,Tamias alpinus,2895.6,F,H,"Tioga Rd. near Dana Fork, Yosemite National Park",37.88249,-119.27289,43.94286184,33.00930146,26.28755337
23342,Tamias alpinus,2377.44,M,H,"Glen Aulin, Tuolumne River, Yosemite National Park",37.91206,-119.42135,44.41572062,34.26360758,25.5704588
23343,Tamias alpinus,2956.56,F,H,"Colby Mt., Yosemite National Park",37.911191,-119.538101,45.1824936,34.22839368,26.81444001
23344,Tamias alpinus,2956.56,M,H,"Ten Lakes Trail above Ten Lakes, Yosemite National Park",37.90351,-119.53543,43.12490003,32.76726449,25.33987304
23345,Tamias alpinus,2956.56,F,H,"ridge near Ten Lakes, Yosemite National Park",37.90351,-119.53543,43.99091881,33.03134226,26.39711364
23346,Tamias alpinus,2804.16,F,H,"Ten Lakes, Yosemite National Park",37.90351,-119.52754,45.23580261,34.4682726,26.69285406
23348,Tamias alpinus,2804.16,M,H,"Ten Lakes, Yosemite National Park",37.90351,-119.52754,45.56082765,34.52756142,26.99759218
23350,Tamias alpinus,2834.64,M,H,"Ten Lakes, Yosemite National Park",37.90468,-119.53179,44.88469109,33.91497862,26.68168967
201430,Tamias alpinus,3121.152,F,M,"upper Lyell Canyon, Yosemite National Park",37.76807,-119.25506,45.40035554,34.73426447,26.33865433
207199,Tamias alpinus,3160.4712,F,M,"E end Fletcher Lake, Yosemite National Park",37.79778,-119.33617,45.33911258,35.04511982,25.87866537
207200,Tamias alpinus,3024.2256,F,M,"Fletcher Creek, Yosemite National Park",37.79036,-119.3512,45.54827124,34.69682062,26.65001765
207201,Tamias alpinus,3072.9936,F,M,"Fletcher Lake, Yosemite National Park",37.79982,-119.34177,45.1545146,34.13757907,26.85461963
207202,Tamias alpinus,3072.9936,F,M,"Fletcher Lake, Yosemite National Park",37.79982,-119.34177,45.61242533,34.2203416,27.39459903
207203,Tamias alpinus,3166.872,F,M,"Evelyn Lake, Yosemite National Park",37.80485,-119.32759,46.65072317,35.89730499,27.07538147
207204,Tamias alpinus,3166.872,F,M,"Evelyn Lake, Yosemite National Park",37.80485,-119.32759,45.25463622,35.11188485,25.64024345
207205,Tamias alpinus,3166.872,F,M,"Evelyn Lake, Yosemite National Park",37.80485,-119.32759,45.0824085,34.96994514,25.58216755
207206,Tamias alpinus,3166.872,F,M,"Evelyn Lake, Yosemite National Park",37.80485,-119.32759,44.68194872,34.27395876,25.81844205
207207,Tamias alpinus,3166.872,F,M,"Evelyn Lake, Yosemite National Park",37.80485,-119.32759,45.85763809,35.90148896,25.81906802
207208,Tamias alpinus,3170.8344,F,M,"Vogelsang Lake, Yosemite National Park",37.78769,-119.3469,45.24764909,34.53454016,26.52233203
216270,Tamias alpinus,3121.152,F,M,"Upper Lyell Canyon, Yosemite National Park",37.76807,-119.25506,45.84997146,34.3747562,27.56666513
216272,Tamias alpinus,3013.8624,M,M,"Upper Return Creek, Virginia Canyon, Yosemite National Park",38.06129,-119.33899,45.35802921,35.27486967,25.63294926
217178,Tamias alpinus,3121.152,M,M,"upper Lyell Canyon, Yosemite National Park",37.76807,-119.25506,43.53001985,32.90198669,25.70806303
217179,Tamias alpinus,3277.8192,M,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,45.48449192,34.65416795,26.65705529
217180,Tamias alpinus,3277.8192,F,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,43.58588827,33.71579382,24.84679661
217181,Tamias alpinus,3277.8192,F,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,44.60899032,34.47907783,25.50732822
217182,Tamias alpinus,3277.8192,M,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,45.49313161,34.5050637,26.99133787
217183,Tamias alpinus,3277.8192,F,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,45.3057349,34.71438806,26.5246518
217184,Tamias alpinus,3277.8192,M,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,43.57384431,33.39421415,25.12253896
217185,Tamias alpinus,3277.8192,F,M,"upper Lyell Canyon, Yosemite National Park",37.76458,-119.25213,44.6249643,34.02162205,26.1405646
217186,Tamias alpinus,3121.152,F,M,"upper Lyell Canyon, Yosemite National Park",37.76807,-119.25506,44.20699731,33.71240776,25.7923094
219986,Tamias alpinus,2984.6016,M,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,46.77655917,35.58932022,27.63185729
219987,Tamias alpinus,2984.6016,F,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,47.4486505,35.9935188,28.02592753
219989,Tamias alpinus,2984.6016,F,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,46.60857218,35.59694816,27.32570675
219990,Tamias alpinus,2984.6016,F,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,46.53927833,35.62679035,27.26351581
219991,Tamias alpinus,2984.6016,F,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,47.66702519,36.4215857,27.93018206
219992,Tamias alpinus,2984.6016,M,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,45.56066868,34.95996017,26.51133408
219993,Tamias alpinus,2984.6016,F,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,44.84105492,33.64599066,27.02415914
219997,Tamias alpinus,2984.6016,F,M,"Upper Cathedral Lake, Yosemite National Park",37.84117,-119.41206,47.02141533,35.90983184,27.5436696
219998,Tamias alpinus,2970.276,F,M,"Lower Ottaway Lake, Yosemite National Park",37.64537,-119.41978,46.01970798,35.59043593,26.45271251
219999,Tamias alpinus,2970.276,F,M,"Lower Ottaway Lake, Yosemite National Park",37.64537,-119.41978,43.56690562,32.59865088,26.18987919
220002,Tamias alpinus,2970.276,M,M,"Lower Ottaway Lake, Yosemite National Park",37.64537,-119.41978,46.01440188,34.94883512,27.12519015
220010,Tamias alpinus,2970.276,F,M,"Lower Ottaway Lake, Yosemite National Park",37.64537,-119.41978,45.89665012,35.00204408,26.96912718
220019,Tamias alpinus,2970.276,M,M,"Lower Ottaway Lake, Yosemite National Park",37.64537,-119.41978,43.07142175,32.91028821,25.22155167
222199,Tamias alpinus,3252.216,M,M,Mono Pass,37.85461,-119.21362,46.13242497,35.03446348,27.30116474
222200,Tamias alpinus,3252.216,F,M,Mono Pass,37.85461,-119.21362,45.54378326,35.40965312,25.85457
222203,Tamias alpinus,3252.216,M,M,Mono Pass,37.85461,-119.21362,45.30123186,34.3398844,26.72938576
